"","old score","sentence1","sentence2","label","score"
"2027","4.3","سگی با کت رنگی با سرعت در حال عبور از حیاط است","سگی با کت رنگی از حیاط می دود","3","4"
"2028","3.7","هیچ سگی با کت رنگی نیست که از حیاط عبور کند","سگی با کت رنگی از حیاط می دود","3","4"
"2029","3.3","سگی با کت رنگی از حیاط می دود","سگی در حیاط در حال عبور از روی کت های رنگی است","3","3"
"2030","3.1","یک سگ قهوه ای و سیاه از میان برگ ها عبور می کند","هیچ سگی با کت رنگی نیست که از حیاط عبور کند","3","3"
"2031","2.6","سگی در حیاط در حال عبور از روی کت های رنگی است","یک سگ قهوه ای و سیاه از میان برگ ها عبور می کند","3","3"
"2032","3.3","سگی با کت رنگی از حیاط می دود","یک سگ و یک سیاه پوست از میان برگ های قهوه ای عبور می کنند","3","3"
"2033","4.1","یک سگ سیاه و سفید یک بیس بال را در دهان خود نگه داشته است","یک سگ سیاه و سفید در حال انداختن یک بیس بال از دهان خود است","3","4"
"2034","3.4","یک سگ سیاه و سفید یک بیس بال را در دهان خود نگه داشته است","یک سگ قهوه ای و سفید در دهان خود یک بیس بال نگه داشته است","3","3"
"2035","4.6","پسری که شورت قرمز به تن دارد در حال پریدن به داخل استخر پارو است","بچه ای که شورت قرمز به تن دارد در حال پریدن به داخل استخر پارو است","5","5"
"2036","3.1","گروهی از سگها بدون پوزخند در حال استراحت هستند","گروهی از سگها در حال مسابقه هستند و دماغهای آنها دارای پوزه است","3","3"
"2037","3.4","گروهی از سگها در حال مسابقه هستند و دماغهای آنها دارای پوزه است","گروهی از سگهایی که برای مسابقه پرورش یافته اند لباس های راه راه بر تن دارند و در حال پیاده روی هستند","3","3"
"2038","3.5","دو نفر نزدیک آب قدم می زنند","دو نفر در حال عبور از میان آب هستند","4","4"
"2039","5","دو نفر در اقیانوس ایستاده اند و غروب خورشید را تماشا می کنند","دو نفر در اقیانوس ایستاده اند و به غروب خورشید نگاه می کنند","4","5"
"2040","3.3","دو نفر در اقیانوس ایستاده اند و به غروب خورشید نگاه می کنند","دو نفر در حال عبور از میان آب هستند","4","3"
"2041","3.4","دو نفر نزدیک آب قدم می زنند","دو نفر در اقیانوس ایستاده اند و غروب خورشید را تماشا می کنند","4","3"
"2042","4.6","یک راننده اتومبیل رانی ایستاده است و با شدت دستش را به سمت آسمان نشان می دهد","یک راننده اتومبیلرانی ایستاده است و دست خود را به آسمان نشان می دهد","4","5"
"2043","1.3","شخصی که کت آبی است ، کلاه ایمنی رنگی به سر دارد","یک راننده ماشین مسابقه نشسته و بی حرکت است","5","1"
"2044","1.8","یک راننده اتومبیلرانی ایستاده است و دست خود را به آسمان نشان می دهد","شخصی که کت آبی است ، کلاه ایمنی رنگی به سر دارد","4","2"
"2045","4.6","زنی با پیراهن رنگ زرد در حال موج سواری روی تخته موج صورتی است","زنی با پیراهن زرد در تخته موج سواری صورتی مشغول گشت و گذار است","1","5"
"2046","3.2","زنی با پیراهن زرد در تخته موج سواری صورتی مشغول گشت و گذار است","هیچ زنی با پیراهن زرد در حال گشت و گذار در تخته موج صورتی نیست","1","3"
"2047","3.8","یک موج سوار در حال سقوط از موج است","یک موج سوار بر موج سوار است","4","4"
"2048","2.4","یک موج سوار بر موج سوار است","يک سوارکار در حال موج سواري است","4","2"
"2049","3","یک سوار در حال موج سواری است","زنی با پیراهن زرد در تخته موج سواری صورتی مشغول گشت و گذار است","5","3"
"2050","3.5","زنی با پیراهن رنگ زرد در حال موج سواری روی تخته موج صورتی است","یک موج سوار بر موج سوار است","5","4"
"2051","2.2","یک موج سوار بر موج سوار است","هیچ زنی با پیراهن زرد در حال گشت و گذار در تخته موج صورتی نیست","5","2"
"2052","4.5","چهار نفر روی تاقچه کم سیمان نشسته اند","برخی از افراد بر روی تاقچه کم سیمان نشسته اند","5","5"
"2053","5","این گروه بر روی طاقچه ای صخره ای نشسته اند و منظره ای زیبا از پشت آنها قرار دارد","این گروه از مردم بر روی طاقچه ای صخره ای نشسته اند و منظره ای منظره پشت سر آنها قرار دارد","4","5"
"2054","3.9","این گروه از مردم بر روی طاقچه ای صخره ای نشسته اند و منظره ای منظره پشت سر آنها قرار دارد","این گروه روی یک برآمدگی صخره ای که پشت آن منظره ای منظره قرار دارد ، نشسته اند","4","4"
"2055","3.3","این گروه بر روی طاقچه ای صخره ای نشسته اند و منظره ای زیبا از پشت آنها قرار دارد","چهار نفر روی تاقچه کم سیمان نشسته اند","5","3"
"2056","3.2","دو دختر می خندند و دختران دیگر آنها را تماشا می کنند","هیچ دختری نیست که بخندد و هیچ دختری هم نباشد که تماشا کند","1","3"
"2057","4.9","گروهی از دختران آسیایی کنار هم ایستاده اند","گروه دختران آسیایی کنار هم ایستاده اند","1","5"
"2058","3.7","گروهی از دختران آسیایی خودشان ایستاده اند","گروهی از دختران آسیایی کنار هم ایستاده اند","1","4"
"2059","2.1","گروهی از دختران آسیایی خودشان ایستاده اند","دو دختر می خندند و دختران دیگر آنها را تماشا می کنند","1","2"
"2060","2.4","گروهی از دختران آسیایی کنار هم ایستاده اند","دو دختر بی روح می خندند و دختران دیگر آنها را تماشا می کنند","1","2"
"2061","1.8","هیچ دختری نیست که بخندد و هیچ دختری هم نباشد که تماشا کند","گروهی از دختران آسیایی کنار هم ایستاده اند","1","2"
"2062","2.4","گروهی از دختران آسیایی کنار هم ایستاده اند","دو دختر می خندند و دختران دیگر آنها را تماشا می کنند","1","2"
"2063","3.1","یک دوچرخه سوار در میان گروهی دوچرخه را بالای سرش نگه داشته است","یک دوچرخه سوار تنها در حال دوچرخه سواری است","4","3"
"2064","4","یک دوچرخه سوار سرد در حال جشن گرفتن است","هیچ دوچرخه سواری سردی جشن نمی گیرد","4","4"
"2065","3.2","چیزی توسط یک دوچرخه سوار سرد جشن گرفته می شود","یک دوچرخه سوار در میان گروهی دوچرخه را بالای سرش نگه داشته است","5","3"
"2066","2.3","یک دوچرخه سوار سرد در حال جشن گرفتن است","یک گروه دوچرخه سوار دوچرخه ای را بالای سرش نگه داشته است","4","2"
"2067","3","یک دوچرخه سوار تنها در حال دوچرخه سواری است","یک دوچرخه سوار سرد در حال جشن گرفتن است","4","3"
"2068","3.1","یک دوچرخه سوار سرد در حال جشن گرفتن است","یک دوچرخه سوار در میان گروهی دوچرخه را بالای سرش نگه داشته است","4","3"
"2069","4.3","مردی با آرامش روی قایقی مقابل غروب خورشید نزدیک یک پرچم نشسته است","مردی روی قایق غروب آفتاب ، نزدیک یک پرچم نشسته است","0","4"
"2070","4.6","مردی مقابل کشتی در غروب آفتاب است","یک مرد جلوی غروب آفتاب سوار قایق است","0","5"
"2071","3.2","روبروی غروب آفتاب هیچ مردی در قایق نیست","یک مرد جلوی غروب آفتاب سوار قایق است","5","3"
"2072","4.5","مردی با آرامش روی قایقی مقابل غروب خورشید نزدیک یک پرچم نشسته است","یک مرد جلوی غروب آفتاب سوار قایق است","0","5"
"2073","3.5","جمعیت دو اتومبیل مسابقه ای را که از خط اصلی خارج می شوند تماشا نمی کنند","جمعیت دو ماشین مسابقه ای را که از خط شروع خارج می شوند تماشا می کنند","4","4"
"2074","3.4","جمعیت در حال تماشای دو اتومبیل طراحی شده برای مسابقات هستند که از خط شروع خارج می شوند","مردم در یک مسابقه درگ به شعله های آتش از ماشین ها نگاه می کنند","4","3"
"2075","4.5","یک سگ بزرگ و یک سگ سفید کوچک با هم بازی می کنند","یک سگ بزرگ و یک سگ کوچک با کت سفید در کنار هم بازی می کنند","3","5"
"2076","3.9","یک سگ بزرگ و یک سگ سفید کوچک در حال عبور از کنار یکدیگر هستند","یک سگ بزرگ و یک سگ سفید کوچک با هم بازی می کنند","3","4"
"2077","3.8","دو سگ روی زمین چمن با هم بازی می کنند","یک سگ بزرگ و یک سگ کوچک با کت سفید در کنار هم بازی می کنند","3","4"
"2078","4.1","دو سگ با نشاط روی زمین چمن بازی می کنند","یک سگ بزرگ و یک سگ سفید کوچک با هم بازی می کنند","3","4"
"2079","4.9","سگی که قهوه ای است ، در حال پریدن در هوا است","یک سگ قهوه ای در حال پریدن در هوا است","3","5"
"2080","5","سگی که دچار سو تغذیه است ، روی پاهای عقب خود ایستاده و آماده پرش است","سگ بدغذا روی پاهای عقب خود ایستاده و خود را برای پرش آماده می کند","3","5"
"2081","3","سگی به ظاهر سالم روی زمین افتاده است","سگی که دچار سو تغذیه است ، روی پاهای عقب خود ایستاده و آماده پرش است","3","3"
"2082","2.9","سگ بدغذا روی پاهای عقب خود ایستاده و خود را برای پرش آماده می کند","یک سگ قهوه ای در حال پریدن در هوا است","3","3"
"2083","2.5","یک سگ قهوه ای نشسته است","سگی که دچار سو تغذیه است ، روی پاهای عقب خود ایستاده و آماده پرش است","3","3"
"2084","3.5","پلیس روی دوچرخه پلیس نشسته است","پلیس روی دوچرخه پلیس نشسته است","4","4"
"2085","4.6","یک پلیس با خستگی روی موتور نشسته است","یک پلیس روی موتور نشسته است","4","5"
"2086","4.1","یک پلیس با خستگی روی موتور نشسته است","پلیس روی دوچرخه پلیس نشسته است","4","4"
"2087","4.2","یک پلیس روی موتور نشسته است","پلیس روی دوچرخه پلیس نشسته است","4","4"
"2088","4.9","دو زن در ساحل شنی بیکینی پوشیده اند","دو زن در ساحلی که ماسه ای است بیکینی پوشیده اند","1","5"
"2089","4.4","دو زن در ساحل شنی بیکینی پوشیده اند","دو زن بیکینی پوشیده و روی ماسه ها راه می روند","1","4"
"2090","3.5","دو زن بیکینی پوشیده و روی ماسه ها قدم می زنند","هیچ خانمی که در ساحل شنی بیکینی بپوشد وجود ندارد","1","4"
"2091","4.3","دو زن بیکینی پوشیده و روی ماسه ها قدم می زنند","دو زن در ساحل شنی بیکینی پوشیده اند","1","4"
"2092","3.3","یک سگ با کت طلایی به صورت ناشیانه ای در میان آب شنا می کند","سگی در دریاچه ای شنا می کند و خورشید به او می تابد","3","3"
"2093","3.6","یک سگ سیاه در چمن نشسته و دهان خود را بسته نگه داشته است","یک سگ سیاه در چمن ها می دود و زبانش آویزان است","3","4"
"2094","4.8","یک سگ سیاه در چمن آویزان است و با زبان بیرون می دود","یک سگ سیاه در چمن ها می دود","3","5"
"2095","4.8","تشویق کنندگان در حال رژه رفتن هستند و لباس های یکدست و مشکی ، صورتی و سفید به تن دارند","تشویق کنندگان در حال رژه رفتن هستند و لباس های سیاه ، صورتی و سفید بر تن دارند","4","5"
"2096","5","مرد بیرون زیر چتر بنفش نشسته است","مرد در فضای باز زیر چتر بنفش نشسته است","0","5"
"2097","4.8","زنی بدون کفش روی پتو زیر چتر اسطوخودوس نشسته است","زنی که کفش ندارد ، روی پتو زیر چتر اسطوخودوس نشسته است","1","5"
"2098","3.8","زنی بدون کفش روی پتو زیر چتر اسطوخودوس نشسته است","زنی بدون کفش بالای پتو نزدیک چتر اسطوخودوس ایستاده است","1","4"
"2099","1.8","زنی که کفش ندارد ، روی پتو زیر چتر اسطوخودوس نشسته است","مرد بیرون زیر چتر بنفش نشسته است","5","2"
"2100","2.835","زنی بدون کفش بالای پتو نزدیک چتر اسطوخودوس ایستاده است","مرد بیرون زیر چتر بنفش نشسته است","5","3"
"2101","3","زنی بدون کفش روی پتو زیر چتر اسطوخودوس نشسته است","مرد بیرون زیر چتر بنفش نشسته است","5","3"
"2102","5","این زن در پارک با دو پسر جوان بازی می کند","زنی در پارک با دو پسر جوان بازی می کند","1","5"
"2103","4.3","زنی در پارک با دو پسر جوان بازی می کند","هیچ زنی در پارک با دو پسر جوان بازی نمی کند","1","4"
"2104","4.9","خانمی نزدیک سه فرزند ایستاده است","زنی نزدیک سه فرزند ایستاده است","1","5"
"2105","3.7","زنی نزدیک سه فرزند ایستاده است","هیچ زنی در نزدیکی سه فرزند ایستاده نیست","1","4"
"2106","3","زنی در پارک با دو پسر جوان بازی می کند","خانمی نزدیک سه فرزند ایستاده است","1","3"
"2107","2.7","هیچ زنی در نزدیکی سه فرزند ایستاده نیست","زنی در پارک با دو پسر جوان بازی می کند","3","3"
"2108","2.1","زنی نزدیک سه فرزند ایستاده است","هیچ زنی در پارک با دو پسر جوان بازی نمی کند","1","2"
"2109","3.5","یک سگ زرد در یک روز آفتابی روی برف سفید متوقف می شود","یک سگ زرد در یک روز آفتابی بر روی برف سفید می دود","3","4"
"2110","4.9","یک سگ برنزه از میان برف ها می دود","سگی که برنزه است ، از میان برف ها می دود","3","5"
"2111","3.7","یک سگ برنزه در برف استراحت می کند","یک سگ برنزه از میان برف ها می دود","3","4"
"2112","3.8","یک سگ زرد در یک روز آفتابی بر روی برف سفید می دود","سگی که برنزه است ، از میان برف ها می دود","3","4"
"2113","3","یک سگ زرد در یک روز بسیار آفتابی در حال دویدن برف سفید است","یک سگ برنزه از میان برف ها می دود","3","3"
"2114","3.9","دختری شلوار جین و پیراهن صورتی پوشیده و در حال دویدن است","دختری با پیراهن صورتی می دود و شلوار جین به تن ندارد","1","4"
"2115","4.9","دختر کوچک با پیراهن صورتی در زیر درختی در بیابان در حال دویدن است","یک دختر کوچک با پیراهن صورتی در زیر درختی در بیابان در حال دویدن است","1","5"
"2116","3.2","دختر کوچک با پیراهن صورتی در زیر درختی در بیابان در حال دویدن است","دختری با پیراهن صورتی می دود و شلوار جین به تن ندارد","1","3"
"2117","3.8","دختری شلوار جین و پیراهن صورتی پوشیده و در حال دویدن است","دختر کوچک با پیراهن صورتی در زیر درختی در بیابان در حال دویدن است","1","4"
"2118","4.9","سگ سفید پوشیده از گوش های گوزن شمالی نزدیک به یک سگ قهوه ای است","سگ سفید پوشیده از گوش های گوزن شمالی نزدیک یک سگ قهوه ای است","3","5"
"2119","3.6","سگ سفید پوشیده از گوش های گوزن شمالی نزدیک یک سگ قهوه ای است","سگ سفید گوش های گوزن شمالی پوشیده و نزدیک یک سگ قهوه ای نیست","3","4"
"2120","3.3","گوزن های شمالی که گوش سگ دارند ، نزدیک یک گوزن شمالی است","سگ سفید پوشیده از گوش های گوزن شمالی نزدیک یک سگ قهوه ای است","3","3"
"2121","4.5","یک سگ سفید سربند گوزن شمالی کریسمس به سر دارد و با یک سگ قهوه ای در چمن بازی می کند","یک سگ سفید سربند گوزن شمالی کریسمس به سر دارد و با سگی با کت قهوه ای در چمن بازی می کند","3","5"
"2122","4.2","سگ سفید پوشیده از گوش های گوزن شمالی نزدیک به یک سگ قهوه ای است","یک سگ سفید سربند گوزن شمالی کریسمس به سر دارد و با یک سگ قهوه ای در چمن بازی می کند","3","4"
"2123","4.4","یک سگ سفید سربند گوزن شمالی کریسمس به سر دارد و با یک سگ قهوه ای در چمن بازی می کند","سگ سفید پوشیده از گوش های گوزن شمالی نزدیک یک سگ قهوه ای است","3","4"
"2124","4.9","کودکی که جوان است در مسیری خاکی ناهموار دوچرخه سواری می کند","یک کودک خردسال در یک مسیر خاکی ناهموار دوچرخه سواری می کند","2","5"
"2125","3.7","کودک خردسالی با دوچرخه در مسیری خاکی ناهموار قدم می زند","یک کودک خردسال در یک مسیر خاکی ناهموار دوچرخه سواری می کند","2","4"
"2126","4.9","پسر جوان در حال دوچرخه سواری خاکی از میان گل و لای است","پسر جوانی در حال دوچرخه سواری خاکی از میان گل و لای است","0","5"
"2127","3.7","پسر جوانی در حال دوچرخه سواری خاکی از میان گل و لای است","هیچ پسر جوانی وجود ندارد که از میان گل و لای دوچرخه خاکی سوار شود","0","4"
"2128","3.8","یک کودک خردسال در یک مسیر خاکی ناهموار دوچرخه سواری می کند","پسر جوان در حال دوچرخه سواری خاکی از میان گل و لای است","5","4"
"2129","3.4","کودک خردسالی با دوچرخه در مسیری خاکی ناهموار قدم می زند","پسر جوانی در حال دوچرخه سواری خاکی از میان گل و لای است","5","3"
"2130","4.8","زن با لباس قرمز به دیواری که از آجر ساخته شده تکیه داده و ساز می زند","زن با لباس قرمز به دیوار آجری تکیه داده و ساز می زند","1","5"
"2131","4","زن با لباس قرمز به دیواری که از آجر ساخته شده تکیه داده و ساز می زند","زنی با لباس قرمز در حال نواختن ساز است","1","4"
"2132","3.9","زن با لباس قرمز به دیوار آجری تکیه نمی دهد و ساز نمی زند","زنی با لباس قرمز در حال نواختن ساز است","1","4"
"2133","3.1","زنی با لباس قرمز دارد وسیله ای را کنار می گذارد","زن با لباس قرمز به دیوار آجری تکیه داده و ساز می زند","1","3"
"2134","4","زنی با لباس قرمز در حال نواختن ساز است","زن با لباس قرمز به دیوار آجری تکیه داده و ساز می زند","1","4"
"2135","4.9","کودک خردسال کت سفید پوشیده و بازی می کند","کودکی که جوان است ، کت سفید پوشیده و بازی می کند","2","5"
"2136","3.635","یک گیمر جوان در حال بازی با کودکی است که کت سفید پوشیده است","کودک خردسال کت سفید پوشیده و بازی می کند","5","4"
"2137","2.7","کودک در فضای باز با اسباب بازی ها بازی می کند","هیچ کودک خردسالی وجود ندارد که کت سفید بپوشد و بازی کند","2","3"
"2138","2.8","کودک با کمال میل با اسباب بازی در فضای باز بازی می کند","کودک خردسال کت سفید پوشیده و بازی می کند","2","3"
"2139","3","کودک خردسال کت سفید پوشیده و بازی می کند","کودک در داخل خانه با اسباب بازی ها بازی می کند","2","3"
"2140","4.5","این مرد لباس پشمی به تن کرده و روی تخته موج سواری سوار شده است","این فرد لباس پشمی به تن کرده و روی تخته موج سواری سوار شده است","5","5"
"2141","5","یک موج سوار به تخته موج سواری تکیه داده است","موج سوار به تخته موج سواری تکیه داده است","4","5"
"2142","3","هیچ موج سواری متکی به تخته موج سواری وجود ندارد","این مرد لباس پشمی به تن کرده و روی تخته موج سواری سوار شده است","5","3"
"2143","2.6","یک موج سوار تخته موج سواری را به دیوار تکیه داده است","این مرد لباس پشمی به تن کرده و روی تخته موج سواری سوار شده است","5","3"
"2144","3.4","این مرد لباس پشمی به تن کرده و روی تخته موج سواری سوار شده است","یک موج سوار به تخته موج سواری تکیه داده است","5","3"
"2145","4.5","یک آبشار با آرامش به یک استخر کم عمق سرازیر می شود","یک آبشار در حال استخر کم عمق است","4","5"
"2146","3.5","یک آبشار از یک استخر کم عمق در حال بیرون آمدن است","یک آبشار در حال استخر کم عمق است","4","4"
"2147","2.5","یک آبشار در حال استخر کم عمق است","مردم در جاده کنار آبشار قدم می زنند که بسیار زیباست","5","3"
"2148","2.7","مردم در کنار جاده یک آبشار زیبا در جاده قدم می زنند","یک آبشار با آرامش به یک استخر کم عمق سرازیر می شود","5","3"
"2149","5","یک سگ در یک مزرعه غبارآلود گروهی از گوسفندان سفید را گله می کند","یک سگ در یک مزرعه غبارآلود یک بسته گوسفند سفید را گله می کند","3","5"
"2150","5","یک گوسفند گوسفندان را دسته بندی می کند","گوسفند در حال گروه بندی گله گوسفندان است","3","5"
"2151","3.6","یک گوسفند گوسفندان را دسته بندی می کند","یک سگ در حال گسیختن یک بسته گوسفند سفید در یک مزرعه غبارآلود است","3","4"
"2152","5","نر که پوست تیره ای دارد ، از یک دست در مقابل ساختمان زرد ایستاده است","نر پوست تیره از یک دست در مقابل ساختمان زرد ایستاده است","4","5"
"2153","4","نر پوست تیره از یک دست در مقابل ساختمان زرد ایستاده است","نر پوست تیره از یک دست در مقابل ساختمان زرد رنگ ایستاده نیست","4","4"
"2154","4.7","یک مرد سیاه پوست ماهرانه در حال رقصیدن روی سنگ فرش است","یک مرد سیاه پوست در حال رقصیدن روی سنگ فرش است","0","5"
"2155","2.7","نر که پوست تیره ای دارد ، از یک دست در مقابل ساختمان زرد ایستاده است","یک مرد سیاه پوست در حال رقصیدن روی سنگ فرش است","5","3"
"2156","3","نر پوست تیره از یک دست در مقابل ساختمان زرد رنگ ایستاده نیست","یک مرد سیاه پوست در حال رقصیدن روی سنگ فرش است","5","3"
"2157","4.8","شخصی که دوچرخه سواری می کند ، با لباس سیاه و قرمز ، روی دوچرخه خاکی ایستاده است","یک دوچرخه سوار با لباس سیاه و قرمز روی دوچرخه خاکی ایستاده است","5","5"
"2158","3.7","یک دوچرخه سوار با لباس سیاه و قرمز روی دوچرخه خاکی ایستاده است","یک دوچرخه سوار سیاه با لباس دوچرخه قرمز در خاک ایستاده است","4","4"
"2159","3","شخصی در حال دوچرخه سواری است","شخصی که دوچرخه سواری می کند ، با لباس سیاه و قرمز ، روی دوچرخه خاکی ایستاده است","4","3"
"2160","3.8","یک دوچرخه سوار با لباس سیاه و قرمز در حال پریدن از روی دوچرخه خاکی است","شخصی در حال دوچرخه سواری است","5","4"
"2161","3.4","شخصی سوار دوچرخه می شود","یک دوچرخه سوار با لباس سیاه و قرمز روی دوچرخه خاکی ایستاده است","5","3"
"2162","3.5","هیچ شخصی دوچرخه سواری ندارد","یک دوچرخه سوار با لباس سیاه و قرمز روی دوچرخه خاکی ایستاده است","5","4"
"2163","4.9","مردی با کت و شلوار بنفش کنار یک جعبه بنفش ایستاده و مشغول نواختن گیتار است","مردی با کت و شلوار رنگ بنفش کنار کیس بنفش ایستاده و مشغول نواختن گیتار است","0","5"
"2164","2.9","این مرد در حال نواختن گیتار است و جعبه گیتار را برای کمک مالی باز کرده است","مرد در حال قرار دادن گیتار در قاب گیتار است","0","3"
"2165","3.4","مردی با کت و شلوار بنفش کنار یک جعبه بنفش ایستاده و مشغول نواختن گیتار است","مرد در حال قرار دادن گیتار در قاب گیتار است","0","3"
"2166","3.7","مردی با کت و شلوار رنگ بنفش کنار کیس بنفش ایستاده و مشغول نواختن گیتار است","این مرد در حال نواختن گیتار است و جعبه گیتار را برای کمک مالی باز کرده است","0","4"
"2167","4","یک زن و شوهر روی یک پاسیو نشسته اند و به اقیانوس نگاه می کنند","برخی از بزرگسالان روی صندلی ها نشسته اند و اقیانوس را تماشا می کنند","5","4"
"2168","3","هیچ کس روی صندلی ها نشسته و اقیانوس را تماشا نمی کند","یک زن و شوهر روی یک پاسیو نشسته اند و به اقیانوس نگاه می کنند","5","3"
"2169","2.3","یک پسر کوچک با پیراهن زرد در ساحل می خندد","پسری کوچک با پیراهن زرد در ساحل نمی خندد","0","2"
"2170","5","پسر کوچک تاپ مخزن زرد پوشیده و می خندد","پسر کوچکی تاپ مخزن زرد پوشیده و می خندد","0","5"
"2171","4.265","پسر کوچک پیراهنی که زرد است ، در ساحل می خندد","پسر کوچکی تاپ مخزن زرد پوشیده و می خندد","0","4"
"2172","3.2","قایق نجات نارنجی در آن طرف آب عجله ندارد","قایق نجات نارنجی به سرعت از آن طرف آب عبور می کند","4","3"
"2173","4.2","دو مرد سوار قایق نارنجی در ساحل هستند","دو مرد از یک قایق نارنجی در ساحل پیاده می شوند","0","4"
"2174","3","دو مرد از یک قایق نارنجی در ساحل پیاده می شوند","قایق نجات نارنجی به سرعت از آن طرف آب عبور می کند","5","3"
"2175","3.4","دو مرد سوار قایق نارنجی در ساحل هستند","قایق نجات نارنجی به سرعت از آن طرف آب عبور می کند","5","3"
"2176","4.7","سگی با موهای بلند و جلیقه قرمز در چمن ها در حال دویدن است","سگی با موهای بلند و جلیقه قرمز در چمن ها در حال دویدن است","3","5"
"2177","4.1","سگی با موهای بلند و جلیقه قرمز در چمن نشسته است","سگی با موهای بلند و جلیقه قرمز در چمن ها در حال دویدن است","3","4"
"2178","4.5","سگ با جلیقه قرمز رنگ شده در حال دویدن در مزرعه است","سگ جلیقه قرمز در حال دویدن در مزرعه است","3","5"
"2179","3.7","سگ جلیقه قرمز در مزرعه نمی دود","سگ جلیقه قرمز در حال دویدن در مزرعه است","3","4"
"2180","4.8","شخصی در یک میدان وسیع یخ یخبندان ایستاده است","یک نفر در زمین وسیعی از یخ های یخبندان ایستاده است","4","5"
"2181","3.1","شخصی در یک میدان وسیع یخ یخبندان ایستاده است","هیچ شخصی در میدان وسیعی از یخ های یخچال ایستاده نیست","4","3"
"2182","4.4","مرد در حال گرفتن عکس از خودش و پسر دیگری است","مرد از او و شخص دیگری تصویری گرفته است","0","4"
"2183","3.7","مرد از خودش و پسر دیگری عکس نمی گیرد","مرد در حال گرفتن عکس از خودش و پسر دیگری است","0","4"
"2184","4.5","مردی دستگاه الکترونیکی را بالا می کشد","شخصی دستگاه الکترونیکی را در دست گرفته است","5","5"
"2185","2.5","یک مرد الکترونیکی به عنوان یک وسیله نگهداری می شود","مردی دستگاه الکترونیکی را بالا می کشد","0","3"
"2186","3.1","مرد در حال گرفتن عکس از خودش و پسر دیگری است","شخصی دستگاه الکترونیکی را در دست گرفته است","5","3"
"2187","4.8","یک سگ کوچک سیاه در حال تعقیب یک سگ قهوه ای کوچک است","سگی که کوچک و سیاه است ، در حال تعقیب یک سگ قهوه ای کوچک است","3","5"
"2188","4.9","سگ قهوه ای و سگ سیاه در چمن ها هستند","یک سگ قهوه ای و یک سگ سیاه در چمن ها هستند","3","5"
"2189","3.2","سگ قهوه ای و سگ سیاه در چمن ها هستند","یک سگ کوچک سیاه در حال تعقیب یک سگ قهوه ای کوچک است","3","3"
"2190","2.5","یک سگ قهوه ای و یک سگ سیاه از چمن دور هستند","یک سگ کوچک سیاه در حال تعقیب یک سگ قهوه ای کوچک است","3","3"
"2191","3.3","هیچ سگ کوچکی وجود ندارد که کمی سگ قهوه ای را تعقیب کند","یک سگ قهوه ای و یک سگ سیاه در چمن ها هستند","3","3"
"2192","3.4","یک سگ کوچک سیاه در حال تعقیب یک سگ قهوه ای کوچک است","یک سگ قهوه ای و یک سگ سیاه در چمن ها هستند","3","3"
"2193","3.9","دختری در اطراف کودکان لباس قهوه ای است که چشم ها را می بندند","دختری با لباس قهوه ای توسط بچه ها محاصره می شود و چشم هایش را می بندد","1","4"
"2194","1.9","دختری با لباس قهوه ای توسط بچه ها محاصره می شود و چشم هایش را می بندد","آفتاب در چهره دختری که لباس زرد دارد نمی درخشد","5","2"
"2195","3.6","چندین زن گوشهای اسم حیوان دست اموز صورتی دارند و به سمت راست اشاره می کنند","چندین زن گوشهای اسم حیوان دست اموز صورتی را برداشته و به سمت چپ نشان می دهند","1","4"
"2196","3.9","زنان گوشهای اسم حیوان دست اموز و شماره مسابقه دارند و به چیزی از دور اشاره می کنند","گروهی از زنان گوشهای اسم حیوان دست اموز صورتی دارند و به سمت راست اشاره می کنند","1","4"
"2197","3.4","چندین زن گوشهای اسم حیوان دست اموز صورتی را برداشته و به سمت چپ نشان می دهند","زنان گوشهای اسم حیوان دست اموز و شماره مسابقه دارند و به چیزی از دور اشاره می کنند","1","3"
"2198","3.4","چندین زن گوشهای اسم حیوان دست اموز صورتی دارند و به سمت راست اشاره می کنند","زنان از گوش اسم حیوان دست اموز و شماره مسابقه استفاده نمی کنند و به چیزی از دور اشاره نمی کنند","1","3"
"2199","3.8","زنان گوشهای اسم حیوان دست اموز و شماره مسابقه دارند و به چیزی از دور اشاره می کنند","چندین زن گوشهای اسم حیوان دست اموز صورتی دارند و به سمت راست اشاره می کنند","1","4"
"2200","3.3","دروازه بان هاکی روی یخ پیراهن زرد پوشیده و از دروازه دفاع می کند","دروازه بان هاکی روی یخ پیراهن زرد به تن نکرده و از دروازه دفاع نمی کند","4","3"
"2201","4.9","هدف توسط بازیکن هاکی با پیراهن زرد محافظت می شود","دروازه بان هاکی روی یخ پیراهن زرد پوشیده و از دروازه دفاع می کند","5","5"
"2202","4.6","دروازه بان هاکی روی یخ پیراهن زرد پوشیده و از دروازه دفاع می کند","بازیکن هاکی با پیراهن زرد از دروازه محافظت می کند","5","5"
"2203","4.9","کودکی که جوان به نظر می رسد ، مقابل برخی درختان ایستاده است","کودک خردسال مقابل برخی درختان ایستاده است","2","5"
"2204","5","پسر کوچک در جنگل ایستاده است","یک پسر کوچک در جنگل ایستاده است","0","5"
"2205","3.5","یک پسر کوچک در جنگل ایستاده است","پسر کوچکی در جنگل نشسته است","0","4"
"2206","4","پسر کوچک در جنگل ایستاده است","کودک خردسال مقابل برخی درختان ایستاده است","5","4"
